MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
419994,Ana,0,0,0,0,6.5,6.7,7.3,5.3,0.0,3,0,3,HUMANAS
346568,Ana,0,0,0,0,6.2,6.2,4.8,6.0,0.0,10,5,1,DIFICULDADE
785039,Ana,0,0,0,0,6.0,5.3,4.9,5.0,1.0,1,2,6,DIFICULDADE
336386,Ana,0,0,0,0,4.9,5.2,5.5,5.7,1.0,0,2,1,EXATAS
472125,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
173762,Ana,0,0,0,0,5.7,4.3,5.7,-1.0,1.0,0,0,8,EXATAS
133076,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,21,6,2,DIFICULDADE
244232,Ana,0,0,1,1,5.2,4.9,0.0,0.0,1.0,3,2,6,DIFICULDADE
432793,Ana,0,0,0,0,5.2,5.2,5.9,-1.0,-1.0,2,4,4,DIFICULDADE
727230,Ana,0,0,0,0,6.1,5.5,5.1,5.6,1.0,0,2,6,EXATAS
121294,Ana,0,0,0,0,7.4,6.6,5.7,-1.0,1.0,0,5,3,EXATAS
823254,Ana,0,0,0,0,6.0,5.8,4.9,-1.0,1.0,6,3,5,EXATAS
209033,Ana,0,0,0,0,6.5,6.0,6.9,6.2,0.0,8,0,1,HUMANAS
196963,Ana,0,0,0,0,6.1,5.8,5.3,-1.0,1.0,7,2,4,DIFICULDADE
321072,Ana,0,0,0,0,6.7,6.7,6.8,6.3,-1.0,4,3,4,HUMANAS
449186,Ana,0,0,0,0,6.6,4.7,5.6,4.4,1.0,1,3,5,EXATAS
354651,Ana,0,0,0,0,6.1,4.6,4.7,5.1,0.0,7,5,3,EXATAS
743378,Ana,0,0,0,0,6.1,6.5,4.6,5.0,1.0,0,2,3,EXATAS
481412,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,-1.0,3,3,6,DIFICULDADE
176810,Ana,0,0,3,1,4.7,4.8,0.0,0.0,-1.0,3,5,5,DIFICULDADE
228605,Ana,0,0,0,0,6.2,6.0,4.9,6.3,1.0,3,2,2,EXATAS
748596,Ana,0,0,0,0,7.5,7.3,8.1,6.0,0.0,4,5,3,HUMANAS
916770,Ana,0,0,0,0,7.1,6.2,7.7,-1.0,0.0,2,5,3,HUMANAS
458344,Ana,0,0,0,0,7.6,7.7,7.9,-1.0,1.0,17,7,2,MUITO_BOM
349438,Ana,0,0,0,0,5.7,5.6,5.2,5.7,1.0,2,5,3,DIFICULDADE
705401,Ana,0,0,0,0,7.1,6.5,5.9,-1.0,0.0,4,3,6,EXATAS
652794,Ana,0,0,0,0,7.1,7.0,8.3,7.8,0.0,5,4,2,HUMANAS
997787,Ana,0,0,0,0,5.9,6.4,7.5,4.6,1.0,5,2,4,MUITO_BOM
384711,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7,7,4,DIFICULDADE
545750,Ana,0,0,0,0,7.1,7.3,7.3,7.1,0.0,4,5,3,HUMANAS
794432,Ana,0,0,0,0,6.3,5.3,6.7,5.9,-1.0,3,2,6,HUMANAS
771850,Ana,1,1,1,3,0.0,0.0,0.0,0.0,-1.0,2,1,5,DIFICULDADE
259804,Ana,0,0,0,0,6.3,4.9,6.7,6.3,1.0,3,4,3,HUMANAS
824374,Ana,0,0,0,0,6.6,6.1,6.0,-1.0,-1.0,4,4,3,EXATAS
122981,Ana,0,0,0,0,6.5,4.3,5.8,5.9,1.0,3,5,6,EXATAS
563881,Ana,0,0,0,0,5.5,6.2,5.3,5.3,1.0,5,3,7,EXATAS
366054,Ana,0,0,0,0,5.8,5.8,4.9,5.3,1.0,2,5,3,EXATAS
946190,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,1,7,DIFICULDADE
633420,Ana,0,0,0,0,6.6,6.0,5.3,5.3,0.0,2,0,8,EXATAS
974420,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,7,5,3,DIFICULDADE
681625,Ana,0,0,0,0,5.4,5.8,5.5,4.4,1.0,3,2,5,DIFICULDADE
179657,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,8,DIFICULDADE
420374,Ana,0,0,0,0,6.9,7.4,6.9,5.7,-1.0,13,6,3,HUMANAS
527716,Ana,0,0,0,0,7.9,7.2,9.4,7.9,1.0,12,5,4,EXCELENTE
238401,Ana,1,1,3,3,0.0,0.0,0.0,0.0,1.0,4,5,6,DIFICULDADE
656672,Ana,0,0,0,0,6.2,5.6,5.6,5.8,1.0,2,1,6,EXATAS
920238,Ana,0,0,0,0,6.9,7.2,6.2,5.3,1.0,2,5,5,EXATAS
981095,Ana,0,0,0,0,7.2,7.1,7.7,5.8,0.0,5,2,3,HUMANAS
430665,Ana,0,0,0,0,5.8,4.9,5.4,4.6,1.0,1,2,6,DIFICULDADE
865260,Ana,0,0,1,1,4.9,5.4,0.0,0.0,0.0,3,0,8,DIFICULDADE
665507,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,3,4,DIFICULDADE
248106,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,6,DIFICULDADE
854815,Ana,0,0,0,0,6.1,6.9,7.6,-1.0,0.0,5,3,5,HUMANAS
256055,Ana,0,0,0,0,5.5,6.6,7.6,5.8,-1.0,7,0,3,HUMANAS
917746,Ana,0,0,0,0,6.5,7.1,6.8,7.0,0.0,3,4,4,HUMANAS
859689,Ana,0,0,0,0,4.3,5.9,6.9,5.5,-1.0,4,0,4,HUMANAS
720646,Ana,0,0,0,0,6.5,5.1,5.3,5.2,1.0,2,3,5,EXATAS
446070,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,3,6,DIFICULDADE
171680,Ana,1,3,1,3,0.0,0.0,0.0,0.0,0.0,5,4,5,DIFICULDADE
894529,Ana,1,3,3,3,0.0,0.0,0.0,0.0,-1.0,4,5,3,DIFICULDADE
116148,Ana,0,0,0,0,6.5,6.2,5.7,4.9,1.0,4,4,4,EXATAS
498557,Ana,0,0,0,0,5.8,5.2,5.6,5.0,1.0,2,2,3,EXATAS
388985,Ana,0,0,0,0,6.4,6.7,5.0,5.5,-1.0,3,0,8,EXATAS
814672,Ana,0,0,0,0,6.5,5.6,6.6,6.1,1.0,0,2,5,HUMANAS
782898,Ana,0,0,1,1,6.8,6.1,0.0,0.0,1.0,4,5,3,DIFICULDADE
531945,Ana,0,0,0,0,5.1,4.5,4.5,4.5,-1.0,3,5,3,DIFICULDADE
357174,Ana,0,0,0,0,6.8,6.5,7.3,5.0,1.0,4,6,4,HUMANAS
808430,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,8,0,3,DIFICULDADE
453165,Ana,0,0,1,1,4.9,5.2,0.0,0.0,1.0,3,2,6,DIFICULDADE
342822,Ana,0,0,0,0,6.4,5.7,6.8,-1.0,1.0,3,3,5,HUMANAS
562494,Ana,0,0,0,0,7.1,7.5,6.6,6.5,1.0,6,4,6,MUITO_BOM
278495,Ana,0,0,0,0,5.3,6.2,5.7,5.4,1.0,16,0,1,EXATAS
957837,Ana,0,0,0,0,6.9,6.6,5.6,-1.0,1.0,4,0,8,EXATAS
769531,Ana,0,0,0,0,6.5,6.7,5.4,5.1,-1.0,2,2,6,EXATAS
682048,Ana,0,0,0,0,6.0,5.4,6.7,4.6,-1.0,5,5,4,DIFICULDADE
656192,Ana,0,0,0,0,6.4,5.8,6.0,6.1,-1.0,2,2,5,EXATAS
143151,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,1,2,6,DIFICULDADE
311948,Ana,0,0,0,0,6.4,5.8,5.4,-1.0,1.0,3,2,6,DIFICULDADE
489139,Ana,0,0,0,0,5.5,5.5,5.5,5.3,1.0,13,2,3,EXATAS
153614,Ana,3,3,1,1,0.0,0.0,0.0,0.0,-1.0,3,5,4,DIFICULDADE
264469,Ana,0,0,0,0,6.4,7.1,5.3,6.5,0.0,8,5,3,EXATAS
405545,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,1,3,DIFICULDADE
313990,Ana,0,0,0,0,5.6,5.1,5.1,5.3,-1.0,2,1,7,EXATAS
600677,Ana,0,0,0,0,5.8,6.8,6.3,5.5,0.0,3,6,3,EXATAS
896512,Ana,0,0,0,0,5.9,6.0,6.0,-1.0,1.0,5,0,6,DIFICULDADE
242935,Ana,0,0,0,0,5.8,6.9,5.1,7.1,1.0,2,2,5,EXATAS
215443,Ana,0,0,0,0,6.3,5.1,6.2,5.2,1.0,6,5,2,EXATAS
479858,Ana,0,0,0,0,5.3,4.2,5.7,4.6,0.0,4,2,5,DIFICULDADE
182198,Ana,0,0,0,0,5.6,5.3,4.6,5.6,0.0,4,2,6,DIFICULDADE
751223,Ana,0,0,0,0,6.1,6.3,5.1,5.4,1.0,2,4,4,EXATAS
316438,Ana,0,0,0,0,7.3,7.3,7.4,6.4,1.0,5,4,5,MUITO_BOM
578987,Ana,0,0,1,1,6.7,6.7,0.0,0.0,1.0,2,0,3,DIFICULDADE
687092,Ana,0,0,0,0,6.0,5.6,6.3,5.6,-1.0,4,3,3,EXATAS
928838,Ana,0,0,0,0,5.1,5.5,5.0,-1.0,1.0,3,1,3,DIFICULDADE
449477,Ana,0,0,0,0,8.6,8.3,8.8,-1.0,0.0,17,6,1,EXCELENTE
297474,Ana,0,0,0,0,7.3,7.0,8.5,-1.0,1.0,5,2,1,HUMANAS
572706,Ana,0,0,0,0,6.8,5.8,5.4,-1.0,1.0,3,4,4,EXATAS
819040,Ana,0,0,0,0,5.6,5.9,4.9,5.4,0.0,3,2,3,DIFICULDADE
916699,Ana,3,1,1,1,0.0,0.0,0.0,0.0,1.0,6,2,6,DIFICULDADE
275950,Ana,0,0,0,0,7.4,8.1,6.4,7.2,1.0,3,5,1,EXATAS
111466,Ana,0,0,0,0,5.8,5.6,4.8,4.8,-1.0,2,2,5,DIFICULDADE
274830,Ana,0,0,0,0,6.2,5.9,5.9,4.9,1.0,3,2,4,DIFICULDADE
589648,Ana,1,1,3,1,0.0,0.0,0.0,0.0,-1.0,14,2,1,DIFICULDADE
805664,Ana,0,0,0,0,6.1,6.0,6.2,5.9,1.0,5,1,6,EXATAS
609915,Ana,0,0,0,0,7.3,7.7,8.2,8.0,0.0,10,5,3,HUMANAS
782851,Ana,0,0,0,0,6.3,6.6,5.6,5.5,0.0,1,2,7,EXATAS
683384,Ana,0,0,0,0,7.1,6.0,6.7,6.6,0.0,11,5,3,HUMANAS
751466,Ana,0,0,0,0,6.0,5.9,5.9,5.2,0.0,2,2,3,DIFICULDADE
223470,Ana,0,0,0,0,6.4,6.4,5.6,5.8,-1.0,2,4,5,EXATAS
919882,Ana,0,0,0,0,7.3,7.4,6.7,6.5,0.0,13,5,4,HUMANAS
686972,Ana,0,0,0,0,6.4,5.4,4.5,4.9,1.0,4,5,3,EXATAS
627850,Ana,0,0,0,0,7.9,8.1,7.2,6.6,1.0,4,0,3,HUMANAS
281174,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,5,3,DIFICULDADE
806648,Ana,0,0,0,0,4.6,5.3,6.7,4.6,1.0,9,2,2,DIFICULDADE
971089,Ana,0,0,0,0,7.1,6.5,5.3,6.2,0.0,2,2,6,EXATAS
621598,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
611915,Ana,0,0,0,0,6.9,6.6,6.1,-1.0,0.0,5,0,4,EXATAS
160124,Ana,0,0,0,0,7.1,7.3,6.2,6.2,0.0,3,2,4,EXATAS
669589,Ana,0,0,0,0,7.5,7.0,6.9,5.8,0.0,17,6,2,HUMANAS
454461,Ana,0,0,0,0,6.9,4.6,5.4,5.4,-1.0,3,0,4,DIFICULDADE
122467,Ana,0,0,0,0,7.0,7.7,6.8,-1.0,1.0,3,5,3,MUITO_BOM
491025,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
670349,Ana,0,0,0,0,5.4,5.3,5.0,5.6,1.0,3,4,4,DIFICULDADE
655352,Ana,0,0,0,0,7.8,7.9,8.7,7.7,1.0,5,2,2,EXCELENTE
561340,Ana,0,0,0,0,6.8,7.0,7.4,5.7,1.0,2,2,5,HUMANAS
225253,Ana,0,0,0,0,7.8,7.8,7.6,7.1,-1.0,11,5,4,HUMANAS
355318,Ana,0,0,0,0,6.5,7.2,7.3,-1.0,0.0,7,2,5,HUMANAS
644221,Ana,0,0,0,0,6.9,7.7,6.5,-1.0,-1.0,3,3,2,EXATAS
511995,Ana,0,0,0,0,7.6,7.7,7.7,7.0,1.0,4,4,3,EXCELENTE
519316,Ana,0,0,0,0,6.9,7.2,5.3,6.4,0.0,11,4,2,EXATAS
767433,Ana,0,0,0,0,6.7,5.7,5.7,-1.0,0.0,18,7,2,EXATAS
719557,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFICULDADE
721876,Ana,0,0,0,0,6.6,6.4,4.7,-1.0,0.0,3,2,6,EXATAS
732599,Ana,0,0,0,0,6.3,5.5,6.9,6.2,0.0,3,2,4,DIFICULDADE
302890,Ana,3,1,3,3,0.0,0.0,0.0,-1.0,-1.0,3,3,3,DIFICULDADE
239351,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,3,DIFICULDADE
944997,Ana,3,1,3,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFICULDADE
498264,Ana,0,0,0,0,6.7,6.9,7.2,6.4,0.0,7,2,5,HUMANAS
625232,Ana,0,0,0,0,6.1,5.4,7.0,5.2,0.0,2,2,3,HUMANAS
920941,Ana,0,0,0,0,7.2,7.3,7.1,6.3,0.0,6,5,3,HUMANAS
502417,Ana,0,0,0,0,6.2,6.5,7.0,-1.0,0.0,4,0,4,HUMANAS
971180,Ana,0,0,0,0,6.7,5.9,5.5,-1.0,1.0,4,0,8,EXATAS
588440,Ana,0,0,0,0,6.7,7.2,5.2,-1.0,1.0,5,0,5,EXATAS
164129,Ana,0,0,0,0,6.0,5.5,5.1,4.3,0.0,3,5,3,DIFICULDADE
136659,Ana,1,3,1,1,0.0,0.0,0.0,-1.0,1.0,3,2,4,DIFICULDADE
581551,Ana,0,0,0,0,6.9,7.0,6.2,6.4,1.0,3,2,3,EXATAS
698238,Ana,1,1,1,3,0.0,0.0,0.0,0.0,0.0,9,4,3,DIFICULDADE
682719,Ana,0,0,0,0,6.0,5.3,6.4,-1.0,1.0,2,3,4,EXATAS
361781,Ana,0,0,0,0,6.9,6.7,6.4,-1.0,1.0,5,5,3,EXATAS
405514,Ana,0,0,0,0,5.1,7.2,5.6,7.3,-1.0,4,6,3,EXATAS
462899,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,2,6,DIFICULDADE
758626,Ana,0,0,0,0,6.1,4.9,4.7,-1.0,1.0,4,5,5,EXATAS
948921,Ana,0,0,0,0,6.3,6.6,5.5,-1.0,1.0,9,5,1,EXATAS
268987,Ana,0,0,0,0,5.2,4.8,5.8,6.3,1.0,0,3,6,EXATAS
911780,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,8,2,6,DIFICULDADE
116766,Ana,0,0,0,0,6.9,6.6,5.7,6.1,0.0,5,5,1,EXATAS
791456,Ana,0,0,0,0,6.3,6.7,5.4,5.8,1.0,2,4,6,EXATAS
686762,Ana,0,0,0,0,5.4,5.2,4.9,5.7,-1.0,5,3,5,DIFICULDADE
498936,Ana,0,0,0,0,6.5,6.2,5.0,-1.0,0.0,2,3,5,EXATAS
776246,Ana,0,0,0,0,5.6,6.7,6.7,5.1,1.0,3,2,4,HUMANAS
696588,Ana,0,0,0,0,7.1,7.0,5.0,6.5,-1.0,10,4,4,EXATAS
784479,Ana,0,0,0,0,7.4,7.0,6.6,-1.0,1.0,17,3,5,MUITO_BOM
832418,Ana,0,0,0,0,5.2,5.8,6.4,-1.0,1.0,3,0,4,EXATAS
113932,Ana,0,0,0,0,5.5,6.0,4.8,4.9,1.0,5,4,3,DIFICULDADE
797286,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,0,4,DIFICULDADE
543341,Ana,0,0,0,0,5.1,5.4,4.5,4.7,1.0,2,4,3,DIFICULDADE
120041,Ana,0,0,0,0,6.0,6.2,7.5,6.1,0.0,3,1,6,HUMANAS
904726,Ana,0,0,0,0,6.7,6.4,5.8,5.2,0.0,3,0,8,EXATAS
700098,Ana,3,1,1,1,0.0,0.0,0.0,0.0,0.0,9,5,3,DIFICULDADE
387834,Ana,0,0,0,0,5.7,5.9,5.5,5.1,0.0,3,2,4,DIFICULDADE
882587,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,3,DIFICULDADE
885800,Ana,0,0,0,0,5.7,6.4,5.0,5.4,0.0,5,5,3,EXATAS
926269,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,12,5,4,DIFICULDADE
733926,Ana,1,3,1,1,0.0,0.0,0.0,-1.0,1.0,3,5,3,DIFICULDADE
104208,Ana,0,0,0,0,6.8,5.5,5.1,6.2,1.0,7,2,6,EXATAS
412164,Ana,0,0,0,0,6.1,6.6,5.7,-1.0,0.0,3,4,3,EXATAS
803357,Ana,0,0,0,0,5.6,6.1,5.9,4.5,1.0,4,3,3,DIFICULDADE
769242,Ana,0,0,0,0,6.1,6.0,5.5,5.6,1.0,3,2,3,EXATAS
829244,Ana,0,0,0,0,7.2,7.2,7.8,7.0,0.0,10,7,1,MUITO_BOM
758685,Ana,0,0,0,0,6.6,6.7,5.1,6.1,1.0,3,2,6,EXATAS
502082,Ana,0,0,0,0,6.7,6.7,6.7,5.7,1.0,5,4,6,HUMANAS
465299,Ana,0,0,0,0,7.1,7.0,5.8,-1.0,1.0,4,3,4,EXATAS
872882,Ana,0,0,0,0,6.0,5.8,7.3,-1.0,1.0,2,2,4,HUMANAS
256645,Ana,0,0,0,0,5.7,4.8,5.1,5.3,1.0,2,5,3,EXATAS
740863,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,0,5,DIFICULDADE
689924,Ana,3,1,1,1,0.0,0.0,0.0,0.0,-1.0,15,5,4,DIFICULDADE
533397,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,3,4,DIFICULDADE
355820,Ana,0,0,0,0,6.2,5.8,5.2,5.2,1.0,2,0,5,EXATAS
713338,Ana,3,1,1,1,0.0,0.0,0.0,0.0,-1.0,5,0,4,DIFICULDADE
641492,Ana,0,0,0,0,6.6,6.0,4.9,-1.0,0.0,15,2,3,EXATAS
295223,Ana,0,0,1,1,5.9,4.3,0.0,0.0,-1.0,11,7,3,DIFICULDADE
849772,Ana,0,0,0,0,4.6,4.3,6.0,5.4,0.0,9,6,3,EXATAS
516888,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,3,3,6,DIFICULDADE
563436,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,3,DIFICULDADE
588110,Ana,0,0,0,0,5.5,6.1,4.9,5.1,-1.0,5,4,3,EXATAS
879849,Ana,0,0,0,0,6.4,5.9,6.9,5.8,-1.0,2,4,3,HUMANAS
676801,Ana,0,0,0,0,6.1,5.5,6.9,5.8,0.0,5,5,3,HUMANAS
854327,Ana,0,0,0,0,6.8,6.2,7.3,6.7,-1.0,11,6,2,HUMANAS
129410,Ana,0,0,0,0,6.8,6.7,5.4,-1.0,-1.0,4,5,3,EXATAS
598529,Ana,0,0,0,0,6.4,6.7,5.7,5.5,-1.0,4,4,3,EXATAS
104434,Ana,0,0,0,0,6.9,6.5,5.6,6.1,-1.0,3,2,5,EXATAS
867012,Ana,0,0,0,0,7.0,6.8,6.3,6.4,-1.0,2,0,4,EXATAS
792839,Ana,0,0,0,0,4.6,5.1,5.4,4.6,1.0,2,2,6,EXATAS
932292,Ana,0,0,0,0,6.3,6.3,6.4,4.7,0.0,4,5,3,EXATAS
681552,Ana,0,0,0,0,7.1,6.8,6.2,6.0,0.0,4,5,2,EXATAS
471053,Ana,0,0,0,0,6.4,6.5,4.8,5.8,1.0,3,2,5,DIFICULDADE
339389,Ana,0,0,0,0,6.1,6.8,5.4,-1.0,-1.0,2,2,3,EXATAS
392400,Ana,0,0,1,1,6.2,6.7,0.0,-1.0,1.0,4,2,6,DIFICULDADE
626462,Ana,0,0,0,0,6.7,6.4,5.2,5.4,0.0,3,0,3,EXATAS
863293,Ana,1,1,1,3,0.0,0.0,0.0,0.0,0.0,10,7,3,DIFICULDADE
972263,Ana,0,0,0,0,6.3,7.0,7.0,-1.0,1.0,9,4,2,MUITO_BOM
467643,Ana,0,0,0,0,6.6,6.8,6.5,-1.0,1.0,16,2,4,EXATAS
890989,Ana,0,0,0,0,5.4,5.3,5.0,5.2,1.0,2,3,3,DIFICULDADE
217757,Ana,0,0,0,0,7.2,7.0,6.6,-1.0,-1.0,2,5,3,HUMANAS
893167,Ana,0,0,0,0,5.8,6.1,5.4,5.2,1.0,5,3,6,EXATAS
582923,Ana,1,3,3,3,0.0,0.0,0.0,0.0,1.0,6,2,3,DIFICULDADE
350091,Ana,0,0,0,0,4.9,4.9,5.3,5.5,0.0,5,2,6,EXATAS
655128,Ana,0,0,0,0,6.2,5.8,6.5,5.9,-1.0,4,3,5,DIFICULDADE
596787,Ana,0,0,0,0,7.7,7.9,7.9,8.1,-1.0,4,5,3,HUMANAS
589903,Ana,0,0,0,0,7.0,7.5,7.7,7.0,1.0,4,4,2,HUMANAS
475989,Ana,0,0,0,0,6.1,7.1,5.5,-1.0,1.0,5,5,3,EXATAS
642925,Ana,0,0,0,0,6.6,7.3,5.9,5.3,0.0,5,3,5,EXATAS
254042,Ana,0,0,0,0,8.0,8.7,9.9,-1.0,0.0,14,6,2,EXCELENTE
732088,Ana,0,0,0,0,6.1,6.8,6.3,-1.0,-1.0,2,2,3,EXATAS
818964,Ana,0,0,0,0,7.3,7.3,5.2,-1.0,-1.0,5,4,6,EXATAS
917754,Ana,0,0,0,0,6.7,6.8,5.3,6.2,0.0,4,4,5,EXATAS
294127,Ana,0,0,0,0,5.9,5.7,5.2,5.8,-1.0,2,3,3,EXATAS
106778,Ana,0,0,0,0,6.5,6.4,5.8,-1.0,1.0,2,5,3,EXATAS
547697,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
937476,Ana,0,0,0,0,6.6,6.6,6.5,-1.0,1.0,4,4,3,EXATAS
953542,Ana,0,0,0,0,6.6,7.0,7.0,6.6,-1.0,6,5,2,MUITO_BOM
176332,Ana,3,1,1,3,0.0,0.0,0.0,-1.0,1.0,4,1,6,DIFICULDADE
710545,Ana,0,0,0,0,6.8,6.5,5.7,5.4,1.0,2,0,4,EXATAS
330981,Ana,0,0,0,0,5.9,6.5,5.6,4.2,0.0,4,4,3,EXATAS
171795,Ana,0,0,0,0,5.7,5.3,5.5,6.6,0.0,5,2,6,EXATAS
641078,Ana,0,0,0,0,7.4,7.0,7.0,7.1,0.0,17,6,2,HUMANAS
587481,Ana,0,0,0,0,7.2,7.3,6.9,6.5,0.0,3,5,4,MUITO_BOM
443248,Ana,0,0,0,0,5.9,6.0,5.3,6.3,1.0,2,3,3,EXATAS
520863,Ana,0,0,0,0,6.7,5.9,5.4,5.4,1.0,3,3,5,EXATAS
130572,Ana,0,0,0,0,7.0,7.2,5.3,6.4,-1.0,4,2,6,EXATAS
739191,Ana,0,0,0,0,7.2,7.1,7.4,6.6,0.0,12,2,3,MUITO_BOM
288528,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,2,4,3,DIFICULDADE
267122,Ana,0,0,0,0,6.3,6.9,6.1,5.7,1.0,3,5,4,DIFICULDADE
933257,Ana,0,0,0,0,6.4,7.0,5.4,4.9,-1.0,4,2,6,DIFICULDADE
